id,profile_history,responses,profile_score,depth_score,consistency_score,progression_score,label
65,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Docker', 'NLP', 'Kubernetes']}]","[{'detail': 0.721, 'tag': 'proj_3'}, {'detail': 0.841, 'tag': 'proj_3'}, {'detail': 0.775, 'tag': 'proj_3'}]",0.333,0.779,1.0,0.3,0
66,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.352, 'tag': 'proj_4'}, {'detail': 0.468, 'tag': 'proj_1'}, {'detail': 0.369, 'tag': 'proj_1'}]",0.75,0.396,0.3,0.3,1
67,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'SQL']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'SQL', 'Deep Learning']}]","[{'detail': 0.865, 'tag': 'proj_3'}, {'detail': 0.769, 'tag': 'proj_3'}, {'detail': 0.809, 'tag': 'proj_3'}]",0.333,0.814,1.0,0.3,0
68,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Kafka', 'Python']}]","[{'detail': 0.662, 'tag': 'proj_2'}, {'detail': 0.896, 'tag': 'proj_2'}, {'detail': 0.845, 'tag': 'proj_2'}]",0.333,0.801,1.0,0.3,0
69,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'Kafka']}]","[{'detail': 0.655, 'tag': 'proj_1'}, {'detail': 0.822, 'tag': 'proj_1'}, {'detail': 0.807, 'tag': 'proj_1'}]",0.5,0.761,1.0,0.3,0
70,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Spark']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.211, 'tag': 'proj_4'}, {'detail': 0.4, 'tag': 'proj_4'}, {'detail': 0.495, 'tag': 'proj_2'}]",0.714,0.369,0.3,1.0,1
71,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['Docker', 'Deep Learning', 'Python']}]","[{'detail': 0.566, 'tag': 'proj_3'}, {'detail': 0.787, 'tag': 'proj_3'}, {'detail': 0.784, 'tag': 'proj_3'}]",0.333,0.712,1.0,0.3,0
72,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Python']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.334, 'tag': 'proj_1'}, {'detail': 0.306, 'tag': 'proj_1'}, {'detail': 0.254, 'tag': 'proj_2'}]",0.6,0.298,0.3,0.3,1
73,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Spark']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.395, 'tag': 'proj_3'}, {'detail': 0.37, 'tag': 'proj_4'}, {'detail': 0.473, 'tag': 'proj_2'}]",0.75,0.413,0.3,0.3,1
74,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Python']}]","[{'detail': 0.557, 'tag': 'proj_3'}, {'detail': 0.731, 'tag': 'proj_3'}, {'detail': 0.763, 'tag': 'proj_3'}]",0.5,0.684,1.0,1.0,0
75,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Docker', 'Spark', 'SQL']}]","[{'detail': 0.72, 'tag': 'proj_2'}, {'detail': 0.806, 'tag': 'proj_2'}, {'detail': 0.853, 'tag': 'proj_2'}]",0.333,0.793,1.0,1.0,0
76,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Deep Learning']}]","[{'detail': 0.715, 'tag': 'proj_1'}, {'detail': 0.719, 'tag': 'proj_1'}, {'detail': 0.707, 'tag': 'proj_1'}]",0.5,0.714,1.0,0.3,0
77,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Spark', 'AWS']}]","[{'detail': 0.644, 'tag': 'proj_3'}, {'detail': 0.853, 'tag': 'proj_3'}, {'detail': 0.75, 'tag': 'proj_3'}]",0.333,0.749,1.0,0.3,0
78,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['Docker', 'Deep Learning']}]","[{'detail': 0.611, 'tag': 'proj_1'}, {'detail': 0.627, 'tag': 'proj_1'}, {'detail': 0.751, 'tag': 'proj_1'}]",0.5,0.663,1.0,1.0,0
79,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['NLP', 'Kafka', 'SQL']}]","[{'detail': 0.501, 'tag': 'proj_1'}, {'detail': 0.747, 'tag': 'proj_1'}, {'detail': 0.836, 'tag': 'proj_1'}]",0.333,0.695,1.0,1.0,0
80,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.475, 'tag': 'proj_2'}, {'detail': 0.218, 'tag': 'proj_3'}, {'detail': 0.393, 'tag': 'proj_1'}]",0.667,0.362,0.3,0.3,1
81,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Docker', 'SQL']}]","[{'detail': 0.659, 'tag': 'proj_1'}, {'detail': 0.643, 'tag': 'proj_1'}, {'detail': 0.799, 'tag': 'proj_1'}]",0.333,0.7,1.0,0.3,0
82,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Spark', 'Docker', 'NLP']}]","[{'detail': 0.738, 'tag': 'proj_3'}, {'detail': 0.674, 'tag': 'proj_3'}, {'detail': 0.806, 'tag': 'proj_3'}]",0.333,0.739,1.0,0.3,0
83,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.329, 'tag': 'proj_4'}, {'detail': 0.208, 'tag': 'proj_1'}, {'detail': 0.487, 'tag': 'proj_5'}]",0.75,0.341,0.3,0.3,1
84,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.469, 'tag': 'proj_1'}, {'detail': 0.245, 'tag': 'proj_5'}, {'detail': 0.215, 'tag': 'proj_3'}]",0.667,0.31,0.3,0.3,1
85,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'Docker', 'AWS']}]","[{'detail': 0.61, 'tag': 'proj_1'}, {'detail': 0.855, 'tag': 'proj_1'}, {'detail': 0.733, 'tag': 'proj_1'}]",0.333,0.733,1.0,0.3,0
86,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.288, 'tag': 'proj_3'}, {'detail': 0.301, 'tag': 'proj_5'}, {'detail': 0.268, 'tag': 'proj_2'}]",0.75,0.286,0.3,0.3,1
87,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'SQL']}, {'timestamp': '2021-12', 'skills': ['NLP', 'SQL', 'Deep Learning']}]","[{'detail': 0.581, 'tag': 'proj_3'}, {'detail': 0.78, 'tag': 'proj_3'}, {'detail': 0.735, 'tag': 'proj_3'}]",0.333,0.699,1.0,0.3,0
88,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Python']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'Python', 'Spark']}]","[{'detail': 0.833, 'tag': 'proj_3'}, {'detail': 0.645, 'tag': 'proj_3'}, {'detail': 0.817, 'tag': 'proj_3'}]",0.333,0.765,1.0,0.3,0
89,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Python']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.33, 'tag': 'proj_4'}, {'detail': 0.282, 'tag': 'proj_2'}, {'detail': 0.225, 'tag': 'proj_4'}]",0.6,0.279,0.3,0.3,1
90,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'SQL']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.407, 'tag': 'proj_4'}, {'detail': 0.418, 'tag': 'proj_1'}, {'detail': 0.289, 'tag': 'proj_5'}]",0.714,0.371,0.3,0.3,1
91,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.335, 'tag': 'proj_3'}, {'detail': 0.413, 'tag': 'proj_1'}, {'detail': 0.445, 'tag': 'proj_3'}]",0.714,0.398,0.3,1.0,1
92,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.451, 'tag': 'proj_3'}, {'detail': 0.491, 'tag': 'proj_2'}, {'detail': 0.27, 'tag': 'proj_3'}]",0.75,0.404,0.3,0.3,1
93,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['NLP', 'Machine Learning', 'Spark']}]","[{'detail': 0.596, 'tag': 'proj_2'}, {'detail': 0.826, 'tag': 'proj_2'}, {'detail': 0.753, 'tag': 'proj_2'}]",0.333,0.725,1.0,0.3,0
94,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'SQL']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.266, 'tag': 'proj_3'}, {'detail': 0.447, 'tag': 'proj_1'}, {'detail': 0.332, 'tag': 'proj_1'}]",0.714,0.348,0.3,0.3,1
95,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'SQL']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.428, 'tag': 'proj_2'}, {'detail': 0.287, 'tag': 'proj_5'}, {'detail': 0.286, 'tag': 'proj_2'}]",0.714,0.334,0.3,0.3,1
96,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Python']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.243, 'tag': 'proj_1'}, {'detail': 0.472, 'tag': 'proj_2'}, {'detail': 0.495, 'tag': 'proj_2'}]",0.6,0.403,0.3,1.0,1
97,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.216, 'tag': 'proj_5'}, {'detail': 0.301, 'tag': 'proj_3'}, {'detail': 0.284, 'tag': 'proj_3'}]",0.714,0.267,0.3,0.3,1
98,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'AWS']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.414, 'tag': 'proj_3'}, {'detail': 0.242, 'tag': 'proj_2'}, {'detail': 0.207, 'tag': 'proj_5'}]",0.667,0.288,0.3,0.3,1
99,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'AWS']}, {'timestamp': '2021-12', 'skills': ['NLP', 'AWS', 'Python']}]","[{'detail': 0.668, 'tag': 'proj_1'}, {'detail': 0.613, 'tag': 'proj_1'}, {'detail': 0.758, 'tag': 'proj_1'}]",0.333,0.68,1.0,0.3,0
100,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'NLP']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.347, 'tag': 'proj_2'}, {'detail': 0.49, 'tag': 'proj_5'}, {'detail': 0.446, 'tag': 'proj_2'}]",0.714,0.428,0.3,0.3,1
101,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['NLP', 'Deep Learning', 'SQL']}]","[{'detail': 0.52, 'tag': 'proj_2'}, {'detail': 0.787, 'tag': 'proj_2'}, {'detail': 0.755, 'tag': 'proj_2'}]",0.333,0.687,1.0,0.3,0
102,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.243, 'tag': 'proj_3'}, {'detail': 0.379, 'tag': 'proj_3'}, {'detail': 0.471, 'tag': 'proj_1'}]",0.6,0.364,0.3,1.0,1
103,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'AWS']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.351, 'tag': 'proj_1'}, {'detail': 0.283, 'tag': 'proj_5'}, {'detail': 0.286, 'tag': 'proj_2'}]",0.6,0.307,0.3,0.3,1
104,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'Machine Learning', 'NLP']}]","[{'detail': 0.552, 'tag': 'proj_2'}, {'detail': 0.626, 'tag': 'proj_2'}, {'detail': 0.897, 'tag': 'proj_2'}]",0.333,0.692,1.0,1.0,0
105,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Docker']}]","[{'detail': 0.538, 'tag': 'proj_3'}, {'detail': 0.676, 'tag': 'proj_3'}, {'detail': 0.743, 'tag': 'proj_3'}]",0.5,0.652,1.0,1.0,0
106,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'AWS']}, {'timestamp': '2021-12', 'skills': ['Spark', 'AWS']}]","[{'detail': 0.77, 'tag': 'proj_3'}, {'detail': 0.711, 'tag': 'proj_3'}, {'detail': 0.718, 'tag': 'proj_3'}]",0.5,0.733,1.0,0.3,0
107,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'Kubernetes']}]","[{'detail': 0.587, 'tag': 'proj_1'}, {'detail': 0.741, 'tag': 'proj_1'}, {'detail': 0.797, 'tag': 'proj_1'}]",0.5,0.708,1.0,1.0,0
108,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Kafka', 'Kubernetes']}]","[{'detail': 0.501, 'tag': 'proj_3'}, {'detail': 0.614, 'tag': 'proj_3'}, {'detail': 0.846, 'tag': 'proj_3'}]",0.333,0.654,1.0,1.0,0
109,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.46, 'tag': 'proj_2'}, {'detail': 0.403, 'tag': 'proj_5'}, {'detail': 0.208, 'tag': 'proj_1'}]",0.667,0.357,0.3,0.3,1
110,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'SQL']}]","[{'detail': 0.82, 'tag': 'proj_2'}, {'detail': 0.848, 'tag': 'proj_2'}, {'detail': 0.757, 'tag': 'proj_2'}]",0.5,0.808,1.0,0.3,0
111,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.473, 'tag': 'proj_2'}, {'detail': 0.254, 'tag': 'proj_4'}, {'detail': 0.37, 'tag': 'proj_3'}]",0.6,0.366,0.3,0.3,1
112,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.204, 'tag': 'proj_3'}, {'detail': 0.417, 'tag': 'proj_1'}, {'detail': 0.37, 'tag': 'proj_1'}]",0.6,0.33,0.3,0.3,1
113,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Spark', 'Kubernetes', 'Kafka']}]","[{'detail': 0.844, 'tag': 'proj_1'}, {'detail': 0.796, 'tag': 'proj_1'}, {'detail': 0.768, 'tag': 'proj_1'}]",0.333,0.803,1.0,0.3,0
114,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.322, 'tag': 'proj_2'}, {'detail': 0.309, 'tag': 'proj_4'}, {'detail': 0.375, 'tag': 'proj_3'}]",0.6,0.335,0.3,0.3,1
115,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'SQL']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.33, 'tag': 'proj_3'}, {'detail': 0.405, 'tag': 'proj_4'}, {'detail': 0.294, 'tag': 'proj_2'}]",0.714,0.343,0.3,0.3,1
116,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'Docker', 'NLP']}]","[{'detail': 0.598, 'tag': 'proj_1'}, {'detail': 0.646, 'tag': 'proj_1'}, {'detail': 0.714, 'tag': 'proj_1'}]",0.333,0.653,1.0,1.0,0
117,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'SQL']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'SQL', 'Docker']}]","[{'detail': 0.85, 'tag': 'proj_1'}, {'detail': 0.859, 'tag': 'proj_1'}, {'detail': 0.766, 'tag': 'proj_1'}]",0.333,0.825,1.0,0.3,0
118,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.4, 'tag': 'proj_3'}, {'detail': 0.484, 'tag': 'proj_4'}, {'detail': 0.407, 'tag': 'proj_4'}]",0.714,0.43,0.3,0.3,1
119,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Python', 'Kafka', 'Machine Learning']}]","[{'detail': 0.634, 'tag': 'proj_1'}, {'detail': 0.771, 'tag': 'proj_1'}, {'detail': 0.715, 'tag': 'proj_1'}]",0.333,0.707,1.0,0.3,0
120,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'SQL']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.391, 'tag': 'proj_1'}, {'detail': 0.233, 'tag': 'proj_3'}, {'detail': 0.389, 'tag': 'proj_5'}]",0.75,0.338,0.3,0.3,1
121,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'SQL']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.219, 'tag': 'proj_1'}, {'detail': 0.416, 'tag': 'proj_4'}, {'detail': 0.389, 'tag': 'proj_3'}]",0.714,0.341,0.3,0.3,1
122,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.28, 'tag': 'proj_4'}, {'detail': 0.455, 'tag': 'proj_1'}, {'detail': 0.201, 'tag': 'proj_5'}]",0.714,0.312,0.3,0.3,1
123,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Python', 'Machine Learning', 'SQL']}]","[{'detail': 0.887, 'tag': 'proj_1'}, {'detail': 0.662, 'tag': 'proj_1'}, {'detail': 0.846, 'tag': 'proj_1'}]",0.333,0.798,1.0,0.3,0
124,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Python', 'Machine Learning', 'Spark']}]","[{'detail': 0.642, 'tag': 'proj_1'}, {'detail': 0.88, 'tag': 'proj_1'}, {'detail': 0.883, 'tag': 'proj_1'}]",0.333,0.802,1.0,1.0,0
125,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'Deep Learning', 'Spark']}]","[{'detail': 0.899, 'tag': 'proj_2'}, {'detail': 0.858, 'tag': 'proj_2'}, {'detail': 0.827, 'tag': 'proj_2'}]",0.333,0.861,1.0,0.3,0
126,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'NLP', 'SQL']}]","[{'detail': 0.897, 'tag': 'proj_1'}, {'detail': 0.684, 'tag': 'proj_1'}, {'detail': 0.797, 'tag': 'proj_1'}]",0.333,0.793,1.0,0.3,0
127,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.442, 'tag': 'proj_3'}, {'detail': 0.325, 'tag': 'proj_2'}, {'detail': 0.331, 'tag': 'proj_2'}]",0.714,0.366,0.3,0.3,1
128,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Python']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.374, 'tag': 'proj_3'}, {'detail': 0.393, 'tag': 'proj_5'}, {'detail': 0.253, 'tag': 'proj_5'}]",0.6,0.34,0.3,0.3,1
129,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Deep Learning']}]","[{'detail': 0.874, 'tag': 'proj_1'}, {'detail': 0.662, 'tag': 'proj_1'}, {'detail': 0.703, 'tag': 'proj_1'}]",0.5,0.746,1.0,0.3,0
130,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'NLP']}]","[{'detail': 0.8, 'tag': 'proj_2'}, {'detail': 0.683, 'tag': 'proj_2'}, {'detail': 0.797, 'tag': 'proj_2'}]",0.5,0.76,1.0,0.3,0
131,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Docker', 'NLP']}]","[{'detail': 0.738, 'tag': 'proj_3'}, {'detail': 0.85, 'tag': 'proj_3'}, {'detail': 0.714, 'tag': 'proj_3'}]",0.5,0.767,1.0,0.3,0
